first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age_Group,Full_name
"Rhodie","Gaskall","Female",83,"01/02/1964",58,"VP Quality Control","N/A","Mass Customer","N","Yes",9,"251 Pierstorff Alley",4170,"QLD","Australia",9,956,0.44625,"50-59","Rhodie Gaskall"
"Moll","Ogilby","Female",25,"19/12/1980",41,"Research Assistant III","Manufacturing","Mass Customer","N","Yes",13,"6 Hansons Crossing",4123,"QLD","Australia",6,963,0.44,"40-49","Moll Ogilby"
"Clarabelle","Broschek","Female",6,"25/08/1963",58,"Geological Engineer","Manufacturing","Mass Customer","N","No",18,"8491 Pennsylvania Crossing",4035,"QLD","Australia",6,967,0.43562499999999987,"50-59","Clarabelle Broschek"
"Alex","Patshull","Female",37,"02/01/1966",56,"Senior Quality Engineer","Retail","Mass Customer","N","Yes",13,"446 High Crossing Way",4165,"QLD","Australia",5,974,0.425,"50-59","Alex Patshull"
"Jermaine","Bagshawe","Female",60,"14/05/1954",67,"Help Desk Operator","Property","Mass Customer","N","Yes",9,"260 Briar Crest Drive",4209,"QLD","Australia",6,988,0.3995,"60-69","Jermaine Bagshawe"
"Renie","Laundon","Female",32,"18/12/1973",48,"Assistant Media Planner","Entertainment","Mass Customer","N","Yes",8,"1 Shelley Pass",4118,"QLD","Australia",3,993,0.391,"40-49","Renie Laundon"
"Dickie","Cubbini","Male",30,"17/12/1952",69,"Financial Advisor","Financial Services","Mass Customer","N","Yes",19,"57666 Victoria Way",4215,"QLD","Australia",2,997,0.357,"60-69","Dickie Cubbini"
"Wheeler","Winward","Male",48,"30/08/1999",22,"Environmental Specialist","Manufacturing","Mass Customer","N","No",10,"3 Golden Leaf Point",3216,"VIC","Australia",8,12,1.625,"20-29","Wheeler Winward"
"Mitchell","MacCague","Male",58,"11/04/1979",43,"N/A","Manufacturing","Mass Customer","N","No",15,"240 Acker Avenue",3190,"VIC","Australia",8,38,1.4375,"40-49","Mitchell MacCague"
"Garik","Whitwell","Male",44,"13/06/1955",66,"N/A","Property","Mass Customer","N","Yes",13,"04 Dexter Way",3280,"VIC","Australia",2,38,1.4375,"60-69","Garik Whitwell"
"Whittaker","","Male",64,"29/07/1966",55,"Media Manager III","N/A","Mass Customer","N","Yes",8,"683 Florence Way",3156,"VIC","Australia",5,57,1.375,"50-59","Whittaker "
"Symon","Mawne","Male",18,"08/02/1943",79,"Human Resources Assistant IV","Property","Mass Customer","N","Yes",15,"37439 High Crossing Circle",3350,"VIC","Australia",4,96,1.3,"70-79","Symon Mawne"
"Elsworth","Abbitt","Male",71,"08/02/1956",66,"N/A","Health","Mass Customer","N","Yes",6,"9722 Northport Way",3500,"VIC","Australia",3,125,1.26171875,"60-69","Elsworth Abbitt"
"Farris","Skettles","Male",38,"03/07/1965",56,"Payment Adjustment Coordinator","N/A","Mass Customer","N","Yes",13,"49309 Redwing Lane",3240,"VIC","Australia",7,132,1.2484375,"50-59","Farris Skettles"
"Feodor","Englishby","Male",54,"14/08/1961",60,"Account Coordinator","Health","Mass Customer","N","No",11,"24695 Boyd Road",3201,"VIC","Australia",5,154,1.203125,"60-69","Feodor Englishby"
"Alfonso","Massel","Male",70,"05/12/1940",81,"N/A","N/A","Mass Customer","N","Yes",13,"6065 Talisman Crossing",3977,"VIC","Australia",7,201,1.1421875,"80+","Alfonso Massel"
"Tabbie","Curner","Male",12,"13/03/1997",25,"Chief Design Engineer","Retail","Mass Customer","N","No",6,"89 Parkside Street",3021,"VIC","Australia",6,212,1.136875,"20-29","Tabbie Curner"
"Giorgi","O'Shirine","Male",68,"20/06/1981",40,"Payment Adjustment Coordinator","Retail","Mass Customer","N","Yes",15,"6 Novick Alley",3934,"VIC","Australia",8,219,1.125,"40-49","Giorgi O'Shirine"
"Nil","Shirer","Male",64,"27/09/1997",24,"Librarian","Entertainment","Mass Customer","N","Yes",7,"4793 Mcbride Pass",3013,"VIC","Australia",8,329,1,"20-29","Nil Shirer"
"Kenneth","Elleyne","Male",13,"03/09/1957",64,"Technical Writer","Financial Services","Mass Customer","N","No",13,"27429 Dottie Plaza",3145,"VIC","Australia",11,361,0.9775,"60-69","Kenneth Elleyne"
"Packston","Wackett","Male",10,"26/04/1950",71,"Quality Engineer","Financial Services","Mass Customer","N","No",19,"7 Northridge Court",3192,"VIC","Australia",9,386,0.945625,"70-79","Packston Wackett"
"Hanson","Eastes","Male",74,"20/05/1990",31,"N/A","Manufacturing","Mass Customer","N","Yes",5,"5735 Starling Plaza",3056,"VIC","Australia",9,395,0.94,"30-39","Hanson Eastes"
"Gannie","Bargh","Male",56,"13/02/1955",67,"Analyst Programmer","N/A","Mass Customer","N","Yes",13,"1832 Burning Wood Place",3201,"VIC","Australia",7,401,0.935,"60-69","Gannie Bargh"
"Tanner","Terlinden","Male",84,"09/12/1995",26,"Nuclear Power Engineer","Manufacturing","Mass Customer","N","No",14,"2637 Monument Trail",3106,"VIC","Australia",11,409,0.925,"20-29","Tanner Terlinden"
"Torry","de la Valette Parisot","Male",95,"14/03/1967",55,"VP Marketing","Telecommunications","Mass Customer","N","Yes",18,"36963 Pierstorff Terrace",3168,"VIC","Australia",9,471,0.8875,"50-59","Torry de la Valette Parisot"
"Fitzgerald","Hellikes","Male",25,"28/07/1979",42,"Media Manager IV","Health","Mass Customer","N","Yes",10,"315 Center Park",3040,"VIC","Australia",7,478,0.88,"40-49","Fitzgerald Hellikes"
"Ingmar","Okenden","Male",97,"01/03/1959",63,"Compensation Analyst","Financial Services","Mass Customer","N","Yes",8,"1 Graceland Plaza",3216,"VIC","Australia",2,478,0.88,"60-69","Ingmar Okenden"
"Cliff","Philipsson","Male",82,"02/02/1967",55,"Structural Analysis Engineer","Argiculture","Mass Customer","N","No",16,"600 Artisan Drive",3149,"VIC","Australia",10,500,0.86,"50-59","Cliff Philipsson"
"Free","Rowland","Male",42,"17/05/1956",65,"N/A","N/A","Mass Customer","N","Yes",12,"24929 Spaight Junction",3796,"VIC","Australia",8,520,0.8375,"60-69","Free Rowland"
"Hilario","McCulloch","Male",61,"10/01/1986",36,"Physical Therapy Assistant","Retail","Mass Customer","N","No",8,"799 Luster Road",3051,"VIC","Australia",8,530,0.8287500000000001,"30-39","Hilario McCulloch"
"Nicolas","O'Donnell","Male",40,"25/09/1986",35,"Internal Auditor","N/A","Mass Customer","N","Yes",14,"3319 Anthes Crossing",3177,"VIC","Australia",7,568,0.8,"30-39","Nicolas O'Donnell"
"Jesse","Crosio","Male",75,"15/04/1994",28,"Data Coordiator","N/A","Mass Customer","N","Yes",13,"9313 Mayer Street",3133,"VIC","Australia",8,575,0.796875,"20-29","Jesse Crosio"
"Wyndham","Woolford","Male",1,"22/10/1979",42,"Engineer IV","Manufacturing","Mass Customer","N","No",10,"9107 Pine View Plaza",3977,"VIC","Australia",6,591,0.782,"40-49","Wyndham Woolford"
"Jamal","Dudgeon","Male",83,"09/02/1965",57,"Mechanical Systems Engineer","Financial Services","Mass Customer","N","No",7,"2712 Namekagon Crossing",3029,"VIC","Australia",5,591,0.782,"50-59","Jamal Dudgeon"
"Lucius","Hatchell","Male",37,"19/03/1951",71,"Media Manager II","Retail","Mass Customer","N","Yes",14,"432 Ronald Regan Court",3782,"VIC","Australia",8,612,0.75703124999999993,"70-79","Lucius Hatchell"
"Nobe","Trowsdale","Male",12,"12/07/1968",53,"Community Outreach Specialist","Financial Services","Mass Customer","N","No",16,"36506 Bartillon Point",3816,"VIC","Australia",3,658,0.71249999999999991,"50-59","Nobe Trowsdale"
"Roldan","Raybould","Male",27,"18/11/1975",46,"Actuary","Financial Services","Mass Customer","N","No",11,"85 Badeau Pass",3158,"VIC","Australia",8,700,0.6875,"40-49","Roldan Raybould"
"Glendon","Malham","Male",36,"21/08/1965",56,"Web Designer I","Manufacturing","Mass Customer","N","No",17,"6 Anzinger Pass",3030,"VIC","Australia",6,722,0.6715,"50-59","Glendon Malham"
"Hallsy","Voysey","Male",83,"11/03/1970",52,"Business Systems Development Analyst","N/A","Mass Customer","N","No",16,"9 Westerfield Point",3437,"VIC","Australia",9,725,0.66937499999999994,"50-59","Hallsy Voysey"
"Tomaso","Horsley","Male",97,"16/04/2001",21,"Junior Executive","Financial Services","Mass Customer","N","Yes",10,"70360 Onsgard Plaza",3977,"VIC","Australia",6,741,0.65875,"20-29","Tomaso Horsley"
"Burt","Vasechkin","Male",33,"15/04/1950",72,"Senior Sales Associate","Retail","Mass Customer","N","Yes",20,"89100 Rusk Crossing",3338,"VIC","Australia",2,751,0.648125,"70-79","Burt Vasechkin"
"Carl","Troyes","Male",4,"12/03/1973",49,"Associate Professor","Property","Mass Customer","N","No",7,"1217 Melody Alley",3109,"VIC","Australia",10,791,0.612,"40-49","Carl Troyes"
"Monty","Thomazin","Male",7,"16/09/1951",70,"Quality Engineer","N/A","Mass Customer","N","Yes",13,"30738 Muir Avenue",3105,"VIC","Australia",10,838,0.57375,"70-79","Monty Thomazin"
"Guilbert","Bearns","Male",42,"29/10/1982",39,"Financial Analyst","Financial Services","Mass Customer","N","Yes",5,"47776 Packers Street",3226,"VIC","Australia",8,845,0.5631250000000001,"30-39","Guilbert Bearns"
"Raleigh","Pont","Male",48,"02/11/1964",57,"Associate Professor","Entertainment","Mass Customer","N","No",14,"7650 Gulseth Parkway",3139,"VIC","Australia",7,883,0.53125,"50-59","Raleigh Pont"
"Shay","Briand","Male",57,"05/10/1956",65,"Project Manager","IT","Mass Customer","N","Yes",9,"1 Mandrake Way",3844,"VIC","Australia",1,888,0.525,"60-69","Shay Briand"
"Fabio","Commuzzo","Male",5,"02/10/1961",60,"Software Test Engineer II","Manufacturing","Mass Customer","N","No",18,"66 Shopko Circle",3806,"VIC","Australia",8,896,0.52,"60-69","Fabio Commuzzo"
"Pancho","Edis","Male",1,"30/12/1970",51,"Assistant Professor","N/A","Mass Customer","N","No",13,"64467 Pankratz Pass",3023,"VIC","Australia",7,899,0.51,"50-59","Pancho Edis"
"Nilson","Wiggam","Male",48,"15/02/1996",26,"Paralegal","Financial Services","Mass Customer","N","No",9,"8845 Spaight Way",3049,"VIC","Australia",6,903,0.5015,"20-29","Nilson Wiggam"
"Ogdan","Blenkinship","Male",65,"18/01/1951",71,"Occupational Therapist","Health","Mass Customer","N","Yes",21,"21712 Texas Court",3429,"VIC","Australia",5,930,0.478125,"70-79","Ogdan Blenkinship"
"Martino","Scoles","Male",18,"19/01/1975",47,"Senior Financial Analyst","Financial Services","Mass Customer","N","No",14,"47 Scofield Junction",3620,"VIC","Australia",4,930,0.478125,"40-49","Martino Scoles"
"Harland","Messenger","Male",90,"28/05/1974",47,"Software Test Engineer I","Retail","Mass Customer","N","No",8,"27 Crownhardt Center",3934,"VIC","Australia",10,944,0.46,"40-49","Harland Messenger"
"Maximilien","Bourget","Male",12,"29/04/1969",52,"Geologist I","Financial Services","Mass Customer","N","Yes",6,"2941 Loftsgordon Hill",3337,"VIC","Australia",7,956,0.44625,"50-59","Maximilien Bourget"
"Benedikt","Adamou","Male",15,"15/01/1987",35,"Recruiting Manager","Health","Mass Customer","N","No",11,"4 Bluestem Pass",3564,"VIC","Australia",3,960,0.442,"30-39","Benedikt Adamou"
"Esme","Pilipets","Male",15,"06/05/1967",54,"Environmental Tech","Health","Mass Customer","N","Yes",5,"9 Ruskin Way",3228,"VIC","Australia",9,977,0.42,"50-59","Esme Pilipets"
"Artemis","Swanson","Male",77,"12/02/1977",45,"Web Designer II","Argiculture","Mass Customer","N","Yes",13,"5 Melvin Park",3810,"VIC","Australia",5,979,0.4165,"40-49","Artemis Swanson"
"Bryan","Jachtym","Male",59,"15/05/1974",47,"Automation Specialist I","Manufacturing","Mass Customer","N","Yes",15,"56 Moland Crossing",3356,"VIC","Australia",3,988,0.3995,"40-49","Bryan Jachtym"
"Winnifred","Beswetherick","Female",83,"08/06/1976",45,"Actuary","Financial Services","Mass Customer","N","No",14,"61 4th Street",3040,"VIC","Australia",10,17,1.546875,"40-49","Winnifred Beswetherick"
"Colene","Fishleigh","Female",24,"14/03/1985",37,"Design Engineer","Financial Services","Mass Customer","N","No",3,"44 Darwin Lane",3149,"VIC","Australia",10,42,1.421875,"30-39","Colene Fishleigh"
"Gale","Disbrow","Female",59,"14/05/1977",44,"Cost Accountant","Financial Services","Mass Customer","N","Yes",17,"169 Bashford Drive",3741,"VIC","Australia",7,46,1.4078125,"40-49","Gale Disbrow"
"Lavena","Seekings","Female",87,"25/03/1995",27,"Payment Adjustment Coordinator","Retail","Mass Customer","N","No",16,"293 Mayfield Street",3166,"VIC","Australia",10,54,1.38125,"20-29","Lavena Seekings"
"Marylou","Kirkup","Female",51,"31/10/1972",49,"VP Product Management","N/A","Mass Customer","N","No",14,"76733 Sunbrook Terrace",3196,"VIC","Australia",9,57,1.375,"40-49","Marylou Kirkup"
"Franciska","Stigell","Female",95,"15/11/1968",53,"Food Chemist","Health","Mass Customer","N","Yes",7,"6 Anderson Junction",3802,"VIC","Australia",7,111,1.28125,"50-59","Franciska Stigell"
"Meriel","Tapp","Female",0,"13/08/1995",26,"VP Sales","IT","Mass Customer","N","No",5,"65 Milwaukee Hill",3280,"VIC","Australia",2,114,1.275,"20-29","Meriel Tapp"
"Norina","Blakeway","Female",60,"11/02/1980",42,"Programmer Analyst II","Property","Mass Customer","N","Yes",3,"75813 Lawn Lane",3081,"VIC","Australia",8,133,1.2375,"40-49","Norina Blakeway"
"Tedra","Goodbanne","Female",4,"15/01/1978",44,"Senior Quality Engineer","N/A","Mass Customer","N","Yes",6,"8 Debs Road",3934,"VIC","Australia",9,158,1.1875,"40-49","Tedra Goodbanne"
"Amil","Ennor","Female",23,"04/08/1995",26,"Health Coach II","Health","Mass Customer","N","Yes",10,"2093 Amoth Pass",3109,"VIC","Australia",11,158,1.1875,"20-29","Amil Ennor"
"Loria","Tappington","Female",72,"06/09/1955",66,"Research Assistant IV","Property","Mass Customer","N","No",5,"3920 Swallow Junction",3038,"VIC","Australia",8,174,1.16875,"60-69","Loria Tappington"
"Eustacia","Dornan","Female",68,"02/09/1985",36,"Account Representative IV","Property","Mass Customer","N","No",5,"1190 Hanson Street",3806,"VIC","Australia",9,181,1.158125,"30-39","Eustacia Dornan"
"Alanna","Lerway","Female",26,"05/01/1944",78,"Dental Hygienist","Health","Mass Customer","N","Yes",11,"593 Alpine Drive",3195,"VIC","Australia",12,195,1.1475,"70-79","Alanna Lerway"
"Agace","Hedge","Female",25,"23/07/1997",24,"Media Manager II","N/A","Mass Customer","N","Yes",13,"92 Petterle Place",3429,"VIC","Australia",8,233,1.1,"20-29","Agace Hedge"
"Dyann","Olechnowicz","Female",17,"17/07/1939",82,"Nuclear Power Engineer","Manufacturing","Mass Customer","N","No",16,"0474 Bowman Hill",3031,"VIC","Australia",10,252,1.073125,"80+","Dyann Olechnowicz"
"Delly","Sunman","Female",49,"11/04/1959",63,"Account Coordinator","Retail","Mass Customer","N","No",15,"652 Fuller Terrace",3206,"VIC","Australia",12,252,1.073125,"60-69","Delly Sunman"
"Evonne","Bembridge","Female",9,"06/07/1969",52,"Recruiting Manager","Retail","Mass Customer","N","Yes",14,"13272 Basil Avenue",3103,"VIC","Australia",9,259,1.0625,"50-59","Evonne Bembridge"
"Antonietta","Egle","Female",82,"25/09/1973",48,"Actuary","Financial Services","Mass Customer","N","No",7,"590 Hagan Parkway",3805,"VIC","Australia",7,259,1.0625,"40-49","Antonietta Egle"
"Raye","Roo","Female",64,"07/03/1976",46,"Database Administrator I","Financial Services","Mass Customer","N","Yes",16,"1199 Express Plaza",3046,"VIC","Australia",9,278,1.05,"40-49","Raye Roo"
"Verla","Dumingos","Female",26,"18/09/1971",50,"Design Engineer","Telecommunications","Mass Customer","N","Yes",10,"6784 Spohn Alley",3021,"VIC","Australia",8,282,1.04921875,"50-59","Verla Dumingos"
"Sherrie","Godleman","Female",37,"02/04/1978",44,"Associate Professor","Manufacturing","Mass Customer","N","No",19,"67 Shelley Crossing",3350,"VIC","Australia",2,282,1.04921875,"40-49","Sherrie Godleman"
"Shelli","Bartholomaus","Female",88,"11/05/1963",58,"Associate Professor","Health","Mass Customer","N","Yes",6,"356 Carberry Avenue",3082,"VIC","Australia",7,291,1.0359375,"50-59","Shelli Bartholomaus"
"Daisy","Pollen","Female",97,"09/08/1993",28,"Cost Accountant","Financial Services","Mass Customer","N","No",7,"61825 Debs Terrace",3167,"VIC","Australia",9,302,1.03,"20-29","Daisy Pollen"
"Claudine","Dymick","Female",28,"13/12/1965",56,"Design Engineer","Health","Mass Customer","N","No",5,"31675 Corry Way",3977,"VIC","Australia",5,312,1.02,"50-59","Claudine Dymick"
"Audry","Fann","Female",3,"17/10/1957",64,"Pharmacist","Health","Mass Customer","N","Yes",15,"19 Debs Parkway",3029,"VIC","Australia",6,312,1.02,"60-69","Audry Fann"
"Ebony","Conrad","Female",8,"24/10/1999",22,"Environmental Tech","Financial Services","Mass Customer","N","Yes",16,"990 Hoffman Avenue",3029,"VIC","Australia",7,334,0.9987499999999998,"20-29","Ebony Conrad"
"Celestina","Lethardy","Female",38,"11/12/1968",53,"Software Consultant","IT","Mass Customer","N","Yes",11,"53 Memorial Street",3163,"VIC","Australia",10,341,0.99,"50-59","Celestina Lethardy"
"Delinda","Ech","Female",74,"21/10/1944",77,"Environmental Specialist","Argiculture","Mass Customer","N","Yes",17,"28 Golf View Terrace",3101,"VIC","Australia",10,349,0.9875,"70-79","Delinda Ech"
"Brynn","Goodyear","Female",30,"10/11/1944",77,"Human Resources Manager","Health","Mass Customer","N","Yes",11,"3 Sheridan Lane",3075,"VIC","Australia",7,356,0.9828125,"70-79","Brynn Goodyear"
"Otha","Langworthy","Female",91,"20/01/1967",55,"Senior Financial Analyst","Financial Services","Mass Customer","N","Yes",13,"678 Lyons Trail",3130,"VIC","Australia",10,401,0.935,"50-59","Otha Langworthy"
"Anet","Roseman","Female",84,"24/11/1996",25,"Programmer Analyst III","Financial Services","Mass Customer","N","No",9,"31 Melody Circle",3814,"VIC","Australia",4,450,0.89999999999999991,"20-29","Anet Roseman"
"Marcellina","Baynton","Female",60,"11/03/1947",75,"Software Engineer III","Financial Services","Mass Customer","N","No",16,"56 Comanche Terrace",3141,"VIC","Australia",10,455,0.8925,"70-79","Marcellina Baynton"
"Lucky","Klainman","Female",24,"26/11/1947",74,"Chief Design Engineer","Retail","Mass Customer","N","No",8,"0796 Barnett Plaza",3758,"VIC","Australia",4,455,0.8925,"70-79","Lucky Klainman"
"Moina","Rosenbaum","Female",50,"04/08/2001",20,"Graphic Designer","IT","Mass Customer","N","No",14,"0 Memorial Road",3109,"VIC","Australia",10,468,0.88984374999999993,"20-29","Moina Rosenbaum"
"Genni","Fanstone","Female",25,"29/07/1972",49,"Administrative Assistant II","Entertainment","Mass Customer","N","No",16,"1 Fair Oaks Alley",3149,"VIC","Australia",10,475,0.88187499999999985,"40-49","Genni Fanstone"
"Dawn","Pyffe","Female",56,"28/05/1965",56,"Media Manager III","Retail","Mass Customer","N","No",11,"734 Veith Way",3155,"VIC","Australia",8,492,0.87124999999999986,"50-59","Dawn Pyffe"
"Elianora","Poolton","Female",15,"14/06/1944",77,"Programmer II","N/A","Mass Customer","N","Yes",21,"5 Macpherson Drive",3134,"VIC","Australia",9,494,0.867,"70-79","Elianora Poolton"
"Andee","Huke","Female",91,"28/06/1971",50,"N/A","Manufacturing","Mass Customer","N","No",9,"4810 Kim Park",3858,"VIC","Australia",2,515,0.839375,"50-59","Andee Huke"
"Corene","Hallgate","Female",26,"06/11/1964",57,"N/A","Financial Services","Mass Customer","N","Yes",14,"2109 Shoshone Court",3103,"VIC","Australia",12,526,0.833,"50-59","Corene Hallgate"
"Noel","Sturch","Female",26,"28/10/1951",70,"Environmental Specialist","Health","Mass Customer","N","No",10,"0736 West Crossing",3585,"VIC","Australia",1,583,0.7875,"70-79","Noel Sturch"
"Kyle","Michie","Female",6,"19/07/1958",63,"Nurse Practicioner","N/A","Mass Customer","N","Yes",10,"07226 Anzinger Avenue",3032,"VIC","Australia",8,595,0.775625,"60-69","Kyle Michie"
"Leisha","McConway","Female",3,"31/10/1975",46,"Payment Adjustment Coordinator","Financial Services","Mass Customer","N","Yes",13,"95 Del Mar Court",3175,"VIC","Australia",8,632,0.74,"40-49","Leisha McConway"
"Leticia","Hovenden","Female",98,"03/04/1997",25,"Mechanical Systems Engineer","Retail","Mass Customer","N","Yes",1,"54782 Lake View Parkway",3178,"VIC","Australia",9,653,0.71875000000000011,"20-29","Leticia Hovenden"
