Customer Name,Customer Email Address,Customer Gender,Customer City,Customer Sales Territory Country,Customer Sales Territory Group,Customer Sales Territory Region,Customer Key,Customer Alternate Key,Customer Title,Customer Street Address,Customer Date of Birth,Customer Commute Distance,Customer First Purchase Date,Customer Education,Customer Occupation,Customer House Owner Indicator,Customer Cars Owned,Customer Marital Status,Customer Children,Customer Phone Number,Customer Annual Income,Customer Country Code,Customer Country,Customer Postal Code,Customer State Province,Customer State Province Code,Customer City State
"Kristopher Chandra","kristopher2@adventure-works.com","M","Burbank","United States","North America","Southwest",24987,"AW00024987","","2133 Turner Dr.",1956-10-15 00:00:00.000,"2-5 Miles",2013-11-12 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"349-555-0127",60000,"US","United States","91502","California","CA","Burbank, CA"
"Steve Zeng","steve25@adventure-works.com","M","Burbank","United States","North America","Southwest",25894,"AW00025894","","717 Westwood Court",1956-10-30 00:00:00.000,"10+ Miles",2013-07-26 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"649-555-0123",60000,"US","United States","91502","California","CA","Burbank, CA"
"Renee Ruiz","renee2@adventure-works.com","F","Bellflower","United States","North America","Southwest",26499,"AW00026499","","363 St Paul Way",1953-08-17 00:00:00.000,"10+ Miles",2012-05-17 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"482-555-0110",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Billy Ruiz","billy3@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",26500,"AW00026500","","Rt. 6415 Box A",1959-03-19 00:00:00.000,"10+ Miles",2013-09-07 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"101-555-0159",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Allison Parker","allison30@adventure-works.com","F","Colma","United States","North America","Southwest",26501,"AW00026501","","9634 East Avenue",1953-08-02 00:00:00.000,"10+ Miles",2013-10-04 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"750-555-0124",60000,"US","United States","94014","California","CA","Colma, CA"
"Taylor Brown","taylor51@adventure-works.com","F","Concord","United States","North America","Southwest",26502,"AW00026502","","3390 Colfax Street",1953-10-30 00:00:00.000,"10+ Miles",2013-09-04 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"408-555-0155",60000,"US","United States","94519","California","CA","Concord, CA"
"Casey Raji","casey21@adventure-works.com","F","Berkeley","United States","North America","Southwest",26523,"AW00026523","","9113 Park Lane",1962-11-12 00:00:00.000,"10+ Miles",2013-10-18 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"492-555-0123",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Anthony Robinson","anthony4@adventure-works.com","M","Imperial Beach","United States","North America","Southwest",26524,"AW00026524","","3154 Boxwood Dr.",1956-11-01 00:00:00.000,"10+ Miles",2013-12-19 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"929-555-0193",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Jared Howard","jared13@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",28053,"AW00028053","","7059 Garrow Dr.",1956-10-25 00:00:00.000,"10+ Miles",2013-04-15 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"189-555-0162",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Deanna Blanco","deanna42@adventure-works.com","F","Burbank","United States","North America","Southwest",29024,"AW00029024","","5298 Green View Court",1962-09-05 00:00:00.000,"10+ Miles",2014-01-22 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"190-555-0171",60000,"US","United States","91502","California","CA","Burbank, CA"
"Miguel Hayes","miguel69@adventure-works.com","M","Glendale","United States","North America","Southwest",29025,"AW00029025","","2356 Shannon Ln.",1956-08-02 00:00:00.000,"10+ Miles",2013-02-23 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"331-555-0131",60000,"US","United States","91203","California","CA","Glendale, CA"
"Melissa Washington","melissa8@adventure-works.com","F","West Covina","United States","North America","Southwest",12191,"AW00012191","","4091 Silver Oaks Place # 105",1965-04-06 00:00:00.000,"5-10 Miles",2013-04-16 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Married",2,"275-555-0122",60000,"US","United States","91791","California","CA","West Covina, CA"
"Charles Allen","charles29@adventure-works.com","M","Redwood City","United States","North America","Southwest",13475,"AW00013475","","4635 Woodside Court",1959-11-02 00:00:00.000,"5-10 Miles",2013-12-10 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Married",2,"578-555-0118",60000,"US","United States","94063","California","CA","Redwood City, CA"
"Timothy Hall","timothy46@adventure-works.com","M","Santa Cruz","United States","North America","Southwest",13476,"AW00013476","","9334 Carpetta Circle",1960-02-18 00:00:00.000,"1-2 Miles",2013-06-17 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"171-555-0114",60000,"US","United States","95062","California","CA","Santa Cruz, CA"
"Seth Hall","seth23@adventure-works.com","M","San Carlos","United States","North America","Southwest",14487,"AW00014487","","1330 Guadalupe Dr.",1960-04-04 00:00:00.000,"5-10 Miles",2013-06-09 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Married",2,"886-555-0139",60000,"US","United States","94070","California","CA","San Carlos, CA"
"Samuel Roberts","samuel34@adventure-works.com","M","Mill Valley","United States","North America","Southwest",15400,"AW00015400","","1262 West Rd.",1960-03-18 00:00:00.000,"1-2 Miles",2013-05-01 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"429-555-0180",60000,"US","United States","94941","California","CA","Mill Valley, CA"
"Rachel Hughes","rachel59@adventure-works.com","F","Lemon Grove","United States","North America","Southwest",15401,"AW00015401","","5974 N St.",1960-02-13 00:00:00.000,"5-10 Miles",2013-10-19 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"292-555-0117",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Jeremiah Ross","jeremiah27@adventure-works.com","M","Coronado","United States","North America","Southwest",15403,"AW00015403","","6034 Thunderbird Dr.",1965-09-02 00:00:00.000,"1-2 Miles",2013-06-22 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"137-555-0112",60000,"US","United States","92118","California","CA","Coronado, CA"
"Dalton Sanchez","dalton89@adventure-works.com","M","Chula Vista","United States","North America","Southwest",15986,"AW00015986","","5530 Melrose Pl.",1960-03-10 00:00:00.000,"5-10 Miles",2012-12-05 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"344-555-0169",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Cody Rivera","cody8@adventure-works.com","M","Lemon Grove","United States","North America","Southwest",16887,"AW00016887","","8001 Pinetree Court",1960-02-08 00:00:00.000,"5-10 Miles",2013-02-20 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Married",2,"505-555-0153",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Arianna Hughes","arianna9@adventure-works.com","F","El Cajon","United States","North America","Southwest",16888,"AW00016888","","3788 Linden Lane",1959-08-18 00:00:00.000,"5-10 Miles",2013-02-08 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",3,"816-555-0194",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Daniel Rodriguez","daniel21@adventure-works.com","M","Torrance","United States","North America","Southwest",16889,"AW00016889","","1371 Vancouver Way",1965-09-02 00:00:00.000,"5-10 Miles",2013-03-10 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",3,"458-555-0140",60000,"US","United States","90505","California","CA","Torrance, CA"
"Lucas Watson","lucas71@adventure-works.com","M","Chula Vista","United States","North America","Southwest",16992,"AW00016992","","595 Clayton Rd.",1981-03-12 00:00:00.000,"2-5 Miles",2013-03-31 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Single",4,"947-555-0187",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Natalie Allen","natalie66@adventure-works.com","F","Santa Monica","United States","North America","Southwest",16997,"AW00016997","","6647 McDandy St.",1969-10-22 00:00:00.000,"0-1 Miles",2013-05-19 00:00:00.000,"Bachelors","Skilled Manual","Not House Owner",2,"Single",4,"318-555-0118",60000,"US","United States","90401","California","CA","Santa Monica, CA"
"Chloe Kelly","chloe64@adventure-works.com","F","West Covina","United States","North America","Southwest",16999,"AW00016999","","6206 Heavenly Drive",1975-04-15 00:00:00.000,"0-1 Miles",2013-05-12 00:00:00.000,"Bachelors","Skilled Manual","Not House Owner",2,"Single",4,"135-555-0183",60000,"US","United States","91791","California","CA","West Covina, CA"
"Cynthia Garcia","cynthia20@adventure-works.com","F","Coronado","United States","North America","Southwest",18601,"AW00018601","","9234 Westbury Drive",1969-10-24 00:00:00.000,"2-5 Miles",2013-03-18 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Single",5,"854-555-0146",60000,"US","United States","92118","California","CA","Coronado, CA"
"Ian Phillips","ian36@adventure-works.com","M","Woodland Hills","United States","North America","Southwest",18608,"AW00018608","","4077 St. George Drive",1969-10-15 00:00:00.000,"2-5 Miles",2013-11-25 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Married",4,"115-555-0117",60000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Thomas Green","thomas50@adventure-works.com","M","Palo Alto","United States","North America","Southwest",18856,"AW00018856","","4135 Kaywood Drive",1959-09-12 00:00:00.000,"1-2 Miles",2013-12-23 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"198-555-0118",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Miguel Parker","miguel42@adventure-works.com","M","Lincoln Acres","United States","North America","Southwest",18858,"AW00018858","","5980 Icicle Circle Unit H",1959-11-02 00:00:00.000,"5-10 Miles",2013-12-19 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",2,"199-555-0159",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Destiny Griffin","destiny67@adventure-works.com","F","Redwood City","United States","North America","Southwest",19158,"AW00019158","","1624 Carlisle Way",1975-03-15 00:00:00.000,"0-1 Miles",2013-12-12 00:00:00.000,"Bachelors","Skilled Manual","Not House Owner",2,"Single",4,"931-555-0177",60000,"US","United States","94063","California","CA","Redwood City, CA"
"Richard Gonzalez","richard28@adventure-works.com","M","Grossmont","United States","North America","Southwest",19159,"AW00019159","","9893 Hastings Dr",1969-11-12 00:00:00.000,"2-5 Miles",2013-01-13 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Married",4,"499-555-0148",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Logan Martin","logan66@adventure-works.com","M","San Gabriel","United States","North America","Southwest",19716,"AW00019716","","6114 Hobby Court",1965-04-22 00:00:00.000,"5-10 Miles",2013-03-29 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Single",3,"397-555-0188",60000,"US","United States","91776","California","CA","San Gabriel, CA"
"Jan Evans","jan10@adventure-works.com","F","Los Angeles","United States","North America","Southwest",20029,"AW00020029","","7787 Olive St.",1970-04-23 00:00:00.000,"2-5 Miles",2013-05-04 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Married",4,"163-555-0164",60000,"US","United States","90012","California","CA","Los Angeles, CA"
"Alexander Harris","alexander17@adventure-works.com","M","Burlingame","United States","North America","Southwest",20030,"AW00020030","","175 Loeffler Lane",1969-09-18 00:00:00.000,"0-1 Miles",2013-05-14 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Married",4,"612-555-0175",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Devin James","devin61@adventure-works.com","M","Burlingame","United States","North America","Southwest",20031,"AW00020031","","8794 Gumwood",1969-11-08 00:00:00.000,"2-5 Miles",2013-05-11 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Single",4,"584-555-0185",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Grace Bryant","grace64@adventure-works.com","F","San Carlos","United States","North America","Southwest",20371,"AW00020371","","467 Moccasin Ct.",1959-08-17 00:00:00.000,"5-10 Miles",2013-06-15 00:00:00.000,"Partial High School","Skilled Manual","House Owner",2,"Married",2,"852-555-0120",60000,"US","United States","94070","California","CA","San Carlos, CA"
"Fernando Adams","fernando31@adventure-works.com","M","Fremont","United States","North America","Southwest",20374,"AW00020374","","4787 R St.",1959-12-13 00:00:00.000,"1-2 Miles",2013-05-31 00:00:00.000,"Partial High School","Skilled Manual","Not House Owner",2,"Married",2,"247-555-0133",60000,"US","United States","94536","California","CA","Fremont, CA"
"Joshua Brown","joshua6@adventure-works.com","M","Grossmont","United States","North America","Southwest",20695,"AW00020695","","181 Gainsborough Drive",1969-08-07 00:00:00.000,"2-5 Miles",2013-12-25 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Married",4,"238-555-0117",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Hunter Wang","hunter19@adventure-works.com","M","National City","United States","North America","Southwest",20699,"AW00020699","","3478 Glenwood Dr",1969-08-12 00:00:00.000,"0-1 Miles",2013-08-04 00:00:00.000,"Bachelors","Skilled Manual","Not House Owner",2,"Single",4,"142-555-0199",60000,"US","United States","91950","California","CA","National City, CA"
"Marcus Scott","marcus32@adventure-works.com","M","Bellflower","United States","North America","Southwest",20700,"AW00020700","","4292 Oak Street",1970-01-30 00:00:00.000,"2-5 Miles",2013-08-04 00:00:00.000,"Bachelors","Skilled Manual","House Owner",2,"Married",4,"156-555-0159",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Liz Anderson","liz0@adventure-works.com","F","Coronado","United States","North America","Southwest",20701,"AW00020701","","5884 Blue Ridge",1981-01-16 00:00:00.000,"0-1 Miles",2013-08-27 00:00:00.000,"Bachelors","Skilled Manual","Not House Owner",2,"Single",4,"130-555-0119",60000,"US","United States","92118","California","CA","Coronado, CA"
